objectID;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
431;20154;8;70;GHISOLFA;9.170537974523214;45.48938149000255;(45.48938149000255, 9.170537974523214)
145;20158;9;77;BOVISA;9.169460190447518;45.50369315552104;(45.50369315552104, 9.169460190447518)
3396;20158;9;79;DERGANO;9.17195308373734;45.50463563804392;(45.50463563804392, 9.17195308373734)
131;20161;9;80;AFFORI;9.166162773843856;45.51576270398384;(45.51576270398384, 9.166162773843856)
508;20161;9;80;AFFORI;9.1668100481696;45.51715102882023;(45.51715102882023, 9.1668100481696)
294;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.17846724235431;45.42062580870837;(45.42062580870837, 9.17846724235431)
540;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.1742157619493;45.42547734462765;(45.42547734462765, 9.1742157619493)
475;20121;1;8;PARCO SEMPIONE;9.175565274221047;45.473926303308836;(45.473926303308836, 9.175565274221047)
141;20158;9;79;DERGANO;9.176776424658657;45.498332827016;(45.498332827016, 9.176776424658657)
110;20158;9;79;DERGANO;9.175664323085053;45.50201914932811;(45.50201914932811, 9.175664323085053)
10285;20161;9;83;BRUZZANO;9.175502699297178;45.524307410100114;(45.524307410100114, 9.175502699297178)
47360;20121;1;2;BRERA;9.18146121140994;45.469041424608726;(45.469041424608726, 9.18146121140994)
452;20159;9;11;ISOLA;9.181534978183588;45.49106879367002;(45.49106879367002, 9.181534978183588)
2177;20159;9;11;ISOLA;9.185361014173617;45.492766615965984;(45.492766615965984, 9.185361014173617)
317;20161;9;80;AFFORI;9.180694201839977;45.506981295353754;(45.506981295353754, 9.180694201839977)
36;20141;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.186746638248666;45.43466340788446;(45.43466340788446, 9.186746638248666)
32;20141;5;43;TIBALDI;9.185376068157776;45.4394630928396;(45.4394630928396, 9.185376068157776)
150;20121;1;2;BRERA;9.189780585330556;45.47525580610358;(45.47525580610358, 9.189780585330556)
48640;20159;9;11;ISOLA;9.18917002299383;45.49380897126952;(45.49380897126952, 9.18917002299383)
3443;20141;5;38;VIGENTINO - Q.RE FATIMA;9.196182800639711;45.42975496830806;(45.42975496830806, 9.196182800639711)
33;20135;5;27;PTA ROMANA;9.197887492032011;45.448528483046736;(45.448528483046736, 9.197887492032011)
18306;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.196724812771702;45.515067337430004;(45.515067337430004, 9.196724812771702)
4232;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.195862917473276;45.52168967496844;(45.52168967496844, 9.195862917473276)
5400;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.203304281390452;45.526481846242454;(45.526481846242454, 9.203304281390452)
4242;20129;4;26;XXII MARZO;9.211091496757442;45.46746064290933;(45.46746064290933, 9.211091496757442)
28317;20125;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.206134527570534;45.48969422195564;(45.48969422195564, 9.206134527570534)
4211;20137;4;28;UMBRIA - MOLISE - CALVAIRATE;9.214557078978466;45.44699102604398;(45.44699102604398, 9.214557078978466)
3416;20139;4;35;LODI - CORVETTO;9.216215903751182;45.44554237888285;(45.44554237888285, 9.216215903751182)
41920;20135;4;28;UMBRIA - MOLISE - CALVAIRATE;9.221500465105303;45.45882352123175;(45.45882352123175, 9.221500465105303)
491;20131;3;20;LORETO - CASORETTO - NOLO;9.223647463047081;45.48884418397314;(45.48884418397314, 9.223647463047081)
14288;20127;2;20;LORETO - CASORETTO - NOLO;9.22258386304566;45.49513174465835;(45.49513174465835, 9.22258386304566)
3385;20137;4;29;ORTOMERCATO;9.226168485298349;45.449666640829584;(45.449666640829584, 9.226168485298349)
169;20137;4;29;ORTOMERCATO;9.228920347324513;45.45326275451832;(45.45326275451832, 9.228920347324513)
5389;20128;2;16;GORLA - PRECOTTO;9.228897650589305;45.513437942086895;(45.513437942086895, 9.228897650589305)
13887;20133;3;22;CITTA' STUDI;9.232657353377393;45.46989280911773;(45.46989280911773, 9.232657353377393)
503;20132;3;23;LAMBRATE - ORTICA;9.237218639714;45.48604848367341;(45.48604848367341, 9.237218639714)
14289;20127;2;19;PADOVA - TURRO - CRESCENZAGO;9.234048736401911;45.50356430564935;(45.50356430564935, 9.234048736401911)
171;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.23934913963105;45.45288569680955;(45.45288569680955, 9.23934913963105)
172;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.241179351678303;45.45825195711167;(45.45825195711167, 9.241179351678303)
17504;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.249529728057045;45.49828095937612;(45.49828095937612, 9.249529728057045)
